source,target
"the end-of-conference party will be hold in francescos restaurant, just by the royal hall.","the end-of-conference party will be hold in francescos restaurant, just by the royal hall."
you should wear casual clothes.,you should wear casual clothes.
i hope all this information is helpful for you.,i hope all this information is helpful for you.
"yours sincerely,","yours sincerely,"
the telephone: a great invention.,the telephone: a great invention.
imagine your life without a telephone.,imagine your life without a telephone.
what about emergencies?,what about emergencies?
we sometimes don't realize the importance of some inventions we use in our everyday life.,we sometimes don't realize the importance of some inventions we use in our everyday life.
"dear marie,","dear marie,"
i appreciate if i can offer you my help.,i appreciate if i can offer you my help.
"best regards,","best regards,"
"in addition, i also visited this place - and i was very impressed.","in addition, i also visited this place - and i was very impressed."
from,from
12.06.01,12.06.01
"dear mrs smith,","dear mrs smith,"
i would like to thank you for your letter.,i would like to thank you for your letter.
i am sorry to learn that richard brown cannot attend the conference.,i am sorry to learn that richard brown cannot attend the conference.
we have booked rooms for all members of your group at the palace hotel.,we have booked rooms for all members of your group at the palace hotel.
there are a lot of activities you can do during your free afternoon.,there are a lot of activities you can do during your free afternoon.
looking forward to meeting you soon,looking forward to meeting you soon
the car:,the car:
today almost everyone owns a car and needs it for daily activities.,today almost everyone owns a car and needs it for daily activities.
